c_11,m_368,inferred,{disjoint}
c_11,m_369,inferred,{disjoint}
c_11,m_366,inferred,{disjoint}
c_11,m_367,inferred,{disjoint}
c_11,m_364,inferred,{disjoint}
c_11,m_365,inferred,{disjoint}
c_11,m_362,inferred,{disjoint}
c_11,m_363,inferred,{disjoint}
c_11,m_360,inferred,{disjoint}
c_11,m_361,inferred,{disjoint}
c_11,m_348,inferred,{is_included_in}
c_11,m_349,inferred,{disjoint}
c_11,m_357,inferred,{disjoint}
c_11,m_356,inferred,{is_included_in}
c_11,m_355,inferred,{disjoint}
c_11,m_354,inferred,{is_included_in}
c_11,m_353,inferred,{disjoint}
c_11,m_352,inferred,{is_included_in}
c_11,m_351,inferred,{disjoint}
c_11,m_350,inferred,{disjoint}
c_11,m_371,inferred,{disjoint}
c_11,m_370,inferred,{disjoint}
c_11,m_372,inferred,{disjoint}
c_11,m_359,mir,{is_included_in}
c_11,m_358,inferred,{is_included_in}
c_10,m_368,inferred,{disjoint}
c_10,m_369,inferred,{disjoint}
c_10,m_366,inferred,{disjoint}
c_10,m_367,inferred,{disjoint}
c_10,m_364,inferred,{disjoint}
c_10,m_365,inferred,{disjoint}
c_10,m_362,inferred,{disjoint}
c_10,m_363,inferred,{disjoint}
c_10,m_360,inferred,{disjoint}
c_10,m_361,inferred,{disjoint}
c_10,m_348,inferred,{is_included_in}
c_10,m_349,inferred,{disjoint}
c_10,m_357,mir,{includes}
c_10,m_356,inferred,{overlaps}
c_10,m_355,inferred,{disjoint}
c_10,m_354,inferred,{overlaps}
c_10,m_353,mir,{overlaps}
c_10,m_352,inferred,{is_included_in}
c_10,m_351,inferred,{disjoint}
c_10,m_350,inferred,{disjoint}
c_10,m_371,inferred,{disjoint}
c_10,m_370,inferred,{disjoint}
c_10,m_372,inferred,{disjoint}
c_10,m_359,inferred,{disjoint}
c_10,m_358,inferred,{disjoint}
c_13,m_368,mir,{overlaps}
c_13,m_369,mir,{includes}
c_13,m_366,mir,{overlaps}
c_13,m_367,mir,{includes}
c_13,m_364,mir,{overlaps}
c_13,m_365,mir,{includes}
c_13,m_362,mir,{overlaps}
c_13,m_363,mir,{includes}
c_13,m_360,inferred,{is_included_in}
c_13,m_361,mir,{includes}
c_13,m_348,inferred,{is_included_in}
c_13,m_349,inferred,{disjoint}
c_13,m_357,inferred,{disjoint}
c_13,m_356,inferred,{is_included_in}
c_13,m_355,inferred,{disjoint}
c_13,m_354,inferred,{is_included_in}
c_13,m_353,inferred,{disjoint}
c_13,m_352,inferred,{is_included_in}
c_13,m_351,inferred,{disjoint}
c_13,m_350,inferred,{disjoint}
c_13,m_371,mir,{overlaps}
c_13,m_370,mir,{overlaps}
c_13,m_372,mir,{includes}
c_13,m_359,inferred,{disjoint}
c_13,m_358,inferred,{is_included_in}
c_12,m_368,mir,{includes}
c_12,m_369,mir,{includes}
c_12,m_366,mir,{includes}
c_12,m_367,mir,{includes}
c_12,m_364,mir,{includes}
c_12,m_365,mir,{includes}
c_12,m_362,mir,{includes}
c_12,m_363,mir,{includes}
c_12,m_360,mir,{equals}
c_12,m_361,mir,{includes}
c_12,m_348,inferred,{is_included_in}
c_12,m_349,inferred,{disjoint}
c_12,m_357,inferred,{disjoint}
c_12,m_356,inferred,{is_included_in}
c_12,m_355,inferred,{disjoint}
c_12,m_354,inferred,{is_included_in}
c_12,m_353,inferred,{disjoint}
c_12,m_352,inferred,{is_included_in}
c_12,m_351,inferred,{disjoint}
c_12,m_350,inferred,{disjoint}
c_12,m_371,mir,{includes}
c_12,m_370,mir,{includes}
c_12,m_372,mir,{includes}
c_12,m_359,inferred,{disjoint}
c_12,m_358,inferred,{is_included_in}
c_15,m_368,inferred,{is_included_in}
c_15,m_369,inferred,{disjoint}
c_15,m_366,inferred,{is_included_in}
c_15,m_367,inferred,{disjoint}
c_15,m_364,inferred,{is_included_in}
c_15,m_365,inferred,{disjoint}
c_15,m_362,inferred,{is_included_in}
c_15,m_363,inferred,{disjoint}
c_15,m_360,inferred,{is_included_in}
c_15,m_361,inferred,{disjoint}
c_15,m_348,inferred,{is_included_in}
c_15,m_349,inferred,{disjoint}
c_15,m_357,inferred,{disjoint}
c_15,m_356,inferred,{is_included_in}
c_15,m_355,inferred,{disjoint}
c_15,m_354,inferred,{is_included_in}
c_15,m_353,inferred,{disjoint}
c_15,m_352,inferred,{is_included_in}
c_15,m_351,inferred,{disjoint}
c_15,m_350,inferred,{disjoint}
c_15,m_371,mir,{is_included_in}
c_15,m_370,inferred,{is_included_in}
c_15,m_372,inferred,{disjoint}
c_15,m_359,inferred,{disjoint}
c_15,m_358,inferred,{is_included_in}
c_14,m_368,inferred,{is_included_in}
c_14,m_369,inferred,{disjoint}
c_14,m_366,inferred,{is_included_in}
c_14,m_367,inferred,{disjoint}
c_14,m_364,inferred,{is_included_in}
c_14,m_365,inferred,{disjoint}
c_14,m_362,inferred,{is_included_in}
c_14,m_363,inferred,{disjoint}
